hsa-mir-5691
hsa-mir-1249
hsa-mir-676
hsa-mir-3664
hsa-mir-5683
hsa-mir-548ab
hsa-mir-320b-2
hsa-mir-27b
hsa-mir-744
hsa-mir-183
hsa-mir-518b
hsa-mir-3677
hsa-mir-3161
hsa-mir-4652
hsa-mir-1298
hsa-mir-6740
hsa-mir-4770
hsa-mir-519e
hsa-mir-3682
hsa-mir-614
hsa-mir-6849
hsa-mir-455
hsa-mir-3909
hsa-mir-4636
hsa-mir-3175
hsa-mir-4790
hsa-mir-5696
hsa-mir-3529
hsa-mir-5698
hsa-mir-146b
hsa-mir-4706
hsa-mir-3619
hsa-mir-15b
hsa-mir-6779
hsa-mir-6826
hsa-mir-548l
hsa-mir-135b
hsa-mir-337
hsa-mir-3927
hsa-mir-7845
hsa-mir-6894
hsa-mir-3680-2
hsa-mir-937
hsa-mir-6874
hsa-mir-7854
hsa-mir-3169
hsa-mir-16-1
hsa-mir-6808
hsa-mir-4439
hsa-mir-483
hsa-mir-518e
hsa-mir-6802
hsa-mir-19b-2
hsa-mir-1237
hsa-mir-527
hsa-mir-4743
hsa-mir-5692a-2
hsa-mir-4511
hsa-mir-4522
hsa-mir-5001
hsa-mir-301a
hsa-mir-203a
hsa-mir-1915
hsa-mir-532
hsa-mir-138-2
hsa-mir-6880
hsa-mir-107
hsa-mir-7844
hsa-mir-451a
hsa-mir-5690
hsa-mir-4657
hsa-mir-3607
hsa-mir-105-2
hsa-mir-4423
hsa-mir-1260b
hsa-mir-181d
hsa-mir-6510
hsa-mir-6758
hsa-mir-2681
hsa-mir-196a-2
hsa-mir-6769b
hsa-mir-106a
hsa-mir-6817
hsa-mir-8072
hsa-mir-6769a
hsa-mir-3606
hsa-mir-4433a
hsa-mir-519d
hsa-mir-6893
hsa-mir-3190
hsa-mir-1257
hsa-mir-4434
hsa-mir-3939
hsa-mir-4484
hsa-mir-4480
hsa-mir-1301
hsa-mir-6877
hsa-mir-3680-1
hsa-mir-1227
hsa-mir-642a
hsa-mir-4457
hsa-mir-5571
hsa-mir-760
hsa-mir-3178
hsa-mir-4669
hsa-mir-520f
hsa-mir-4515
hsa-mir-432
hsa-mir-204
hsa-mir-503
hsa-mir-767
hsa-mir-4773-1
hsa-mir-1287
hsa-mir-1226
hsa-mir-105-1
hsa-mir-126
hsa-mir-7160
hsa-mir-1910
hsa-mir-6788
hsa-mir-216a
hsa-mir-5693
hsa-mir-7-2
hsa-mir-613
hsa-mir-194-2
hsa-mir-1224
hsa-mir-1289-2
hsa-mir-1276
hsa-mir-7114
hsa-mir-758
hsa-mir-4650-2
hsa-mir-1264
hsa-mir-569
hsa-mir-4793
hsa-mir-2278
hsa-mir-3613
hsa-mir-4263
hsa-mir-4520-2
hsa-mir-600
hsa-mir-637
hsa-mir-518a-1
hsa-mir-660
hsa-mir-4658
hsa-mir-4513
hsa-let-7d
hsa-mir-6721
hsa-mir-3159
hsa-mir-382
hsa-mir-212
hsa-mir-218-2
hsa-mir-675
hsa-mir-93
hsa-mir-4326
hsa-mir-3187
hsa-mir-3192
hsa-mir-1283-2
hsa-mir-888
hsa-mir-6789
hsa-mir-6840
hsa-mir-588
hsa-mir-3142
hsa-mir-4752
hsa-mir-1193
hsa-mir-6511b-2
hsa-mir-548ao
hsa-mir-376b
hsa-mir-515-2
hsa-mir-6832
hsa-mir-520b
hsa-mir-517b
hsa-mir-4451
hsa-mir-99b
hsa-mir-17
hsa-mir-4453
hsa-mir-589
hsa-mir-6730
hsa-mir-4757
hsa-mir-181c
hsa-mir-875
hsa-mir-4766
hsa-mir-340
hsa-mir-521-1
hsa-mir-7706
hsa-mir-1229
