ENSG00000142319.17
ENSG00000164434.10
ENSG00000171564.10
ENSG00000067048.15
ENSG00000244067.2
ENSG00000107159.11
ENSG00000140519.11
ENSG00000168269.8
ENSG00000047457.12
ENSG00000243955.4
ENSG00000241119.1
ENSG00000224490.4
ENSG00000115386.5
ENSG00000214128.9
ENSG00000157765.10
ENSG00000187048.11
ENSG00000266976.1
ENSG00000148346.10
ENSG00000156395.11
ENSG00000105929.14
ENSG00000167748.9
ENSG00000100362.11
ENSG00000178776.4
ENSG00000050628.19
ENSG00000256870.2
ENSG00000138207.11
ENSG00000145626.10
ENSG00000156284.5
ENSG00000124564.16
ENSG00000175785.11
ENSG00000106236.3
ENSG00000081800.7
ENSG00000236318.1
ENSG00000148942.13
ENSG00000060566.12
ENSG00000147614.3
ENSG00000004939.12
ENSG00000173253.13
ENSG00000134240.10
ENSG00000135220.9
ENSG00000134716.8
ENSG00000067646.10
ENSG00000144035.3
ENSG00000249601.2
ENSG00000143839.13
ENSG00000181577.14
ENSG00000225174.1
ENSG00000185633.9
ENSG00000136155.15
ENSG00000227869.1
ENSG00000168907.12
ENSG00000162896.5
ENSG00000198074.8
ENSG00000165246.11
ENSG00000145681.9
ENSG00000183747.10
ENSG00000114638.6
ENSG00000162399.6
ENSG00000197891.10
ENSG00000146039.9
ENSG00000125255.6
ENSG00000233610.1
ENSG00000188175.8
ENSG00000141750.6
ENSG00000253574.4
ENSG00000163395.15
ENSG00000163295.4
ENSG00000124107.5
ENSG00000168333.12
ENSG00000148584.13
ENSG00000081479.11
ENSG00000129988.5
ENSG00000255774.1
ENSG00000185274.10
ENSG00000229028.2
ENSG00000170419.9
ENSG00000132677.11
ENSG00000167749.10
ENSG00000154269.13
ENSG00000171243.7
ENSG00000153292.14
ENSG00000163873.8
ENSG00000066813.13
ENSG00000002726.18
ENSG00000265460.5
ENSG00000188373.4
ENSG00000183036.9
ENSG00000114455.12
ENSG00000130427.2
ENSG00000163817.14
ENSG00000105877.16
ENSG00000124875.8
ENSG00000104413.14
ENSG00000124143.9
ENSG00000162365.10
ENSG00000099834.17
ENSG00000116014.8
ENSG00000130822.14
ENSG00000249776.4
ENSG00000151418.10
ENSG00000168065.14
ENSG00000133477.15
ENSG00000224057.1
ENSG00000156466.9
ENSG00000281769.1
ENSG00000184908.16
ENSG00000167772.10
ENSG00000214145.5
ENSG00000149124.9
ENSG00000165828.12
ENSG00000109182.10
ENSG00000125726.9
ENSG00000117598.10
ENSG00000099725.13
ENSG00000104537.15
ENSG00000257017.7
ENSG00000084674.12
ENSG00000134115.11
ENSG00000226733.1
ENSG00000164488.10
ENSG00000132698.12
ENSG00000124568.9
ENSG00000163581.12
ENSG00000135333.12
ENSG00000215644.8
ENSG00000145321.11
ENSG00000273585.1
ENSG00000164266.9
ENSG00000087250.7
ENSG00000198796.6
ENSG00000165061.13
ENSG00000249948.5
ENSG00000127831.9
ENSG00000166183.14
ENSG00000102678.6
ENSG00000221818.7
ENSG00000237289.8
ENSG00000131910.4
ENSG00000223914.1
ENSG00000077009.12
ENSG00000180745.4
ENSG00000128285.4
ENSG00000271824.1
ENSG00000113492.12
ENSG00000178828.6
ENSG00000113249.11
ENSG00000130234.9
ENSG00000138696.9
ENSG00000142449.11
ENSG00000143627.16
ENSG00000110975.7
ENSG00000147647.11
ENSG00000142484.6
ENSG00000259347.4
ENSG00000170231.14
ENSG00000116039.10
ENSG00000143469.15
ENSG00000155897.8
ENSG00000088386.14
ENSG00000145824.11
ENSG00000087494.14
ENSG00000250799.8
ENSG00000131094.3
ENSG00000135447.15
ENSG00000157335.18
ENSG00000223572.8
ENSG00000186766.7
ENSG00000184012.10
ENSG00000132821.10
ENSG00000281162.1
ENSG00000167741.9
ENSG00000145692.13
ENSG00000277011.1
ENSG00000174562.12
ENSG00000172927.6
ENSG00000185352.8
ENSG00000112246.8
ENSG00000162460.6
ENSG00000135480.13
ENSG00000132437.16
ENSG00000262655.3
ENSG00000138308.5
ENSG00000171303.6
ENSG00000153902.12
ENSG00000204362.5
ENSG00000156413.12
ENSG00000079689.12
ENSG00000251320.1
ENSG00000171747.7
ENSG00000125872.7
ENSG00000129151.7
ENSG00000100867.13
ENSG00000140479.15
ENSG00000143954.11
ENSG00000107295.9
ENSG00000175121.10
ENSG00000274173.1
ENSG00000140459.16
ENSG00000146755.9
ENSG00000176406.19
ENSG00000175311.6
ENSG00000156222.10
ENSG00000211945.2
ENSG00000241351.2
ENSG00000147606.7
ENSG00000274312.1
ENSG00000277586.1
ENSG00000183454.12
ENSG00000224318.4
ENSG00000107611.13
ENSG00000211648.2
ENSG00000235139.2
ENSG00000230535.1
ENSG00000116183.9
ENSG00000167105.6
ENSG00000229457.1
ENSG00000162951.9
ENSG00000120498.12
ENSG00000214978.7
ENSG00000139540.10
ENSG00000263961.5
ENSG00000251076.1
ENSG00000183715.12
ENSG00000155052.14
ENSG00000083307.9
ENSG00000164616.13
ENSG00000242048.3
ENSG00000165376.9
ENSG00000129654.7
ENSG00000211949.3
ENSG00000183239.5
ENSG00000233456.1
ENSG00000169427.5
ENSG00000204610.11
ENSG00000100024.13
ENSG00000241158.4
ENSG00000142515.13
ENSG00000154025.14
ENSG00000168878.15
ENSG00000224568.1
ENSG00000232079.5
ENSG00000134121.8
ENSG00000262198.1
ENSG00000136542.7
ENSG00000184221.11
ENSG00000184937.11
ENSG00000185904.10
ENSG00000176887.6
ENSG00000104722.12
ENSG00000166897.13
ENSG00000152931.7
ENSG00000234685.1
ENSG00000164794.7
ENSG00000102109.8
ENSG00000118271.8
ENSG00000010379.14
ENSG00000006611.14
ENSG00000007216.13
ENSG00000248373.4
ENSG00000184368.14
ENSG00000154080.11
ENSG00000109684.13
ENSG00000143001.4
ENSG00000115616.2
ENSG00000113805.8
ENSG00000148600.13
ENSG00000267774.2
ENSG00000135116.8
ENSG00000172005.9
ENSG00000248362.1
ENSG00000237988.3
ENSG00000251301.5
ENSG00000148488.14
ENSG00000162706.11
ENSG00000001626.13
ENSG00000177133.9
ENSG00000101076.15
ENSG00000166148.3
ENSG00000225064.1
ENSG00000166206.12
ENSG00000269933.1
ENSG00000050767.14
ENSG00000114200.8
ENSG00000117069.13
ENSG00000257335.7
ENSG00000113083.11
ENSG00000010932.14
ENSG00000167183.2
ENSG00000183778.16
ENSG00000206579.8
ENSG00000153822.12
ENSG00000170743.15
ENSG00000277987.1
ENSG00000113739.9
ENSG00000186510.10
ENSG00000204677.9
ENSG00000181778.4
ENSG00000162897.13
ENSG00000168619.14
ENSG00000215218.3
ENSG00000165300.7
ENSG00000141639.10
ENSG00000169213.6
ENSG00000158748.3
ENSG00000165449.10
ENSG00000170099.5
ENSG00000132465.9
ENSG00000249743.4
ENSG00000182632.13
ENSG00000196188.9
ENSG00000077327.14
ENSG00000142494.12
ENSG00000153086.12
ENSG00000188029.7
ENSG00000213886.3
ENSG00000035720.6
ENSG00000232271.1
ENSG00000261175.4
ENSG00000173612.8
ENSG00000081277.10
ENSG00000106384.9
ENSG00000189056.12
ENSG00000129991.11
ENSG00000049283.16
ENSG00000169432.13
ENSG00000249378.4
ENSG00000075886.10
ENSG00000187546.12
ENSG00000157766.14
ENSG00000015413.8
ENSG00000182379.9
ENSG00000099812.7
ENSG00000204767.3
ENSG00000231013.1
ENSG00000187621.13
ENSG00000140285.8
ENSG00000248763.2
ENSG00000123610.4
ENSG00000146267.11
ENSG00000204876.4
ENSG00000044012.3
ENSG00000183287.12
ENSG00000233005.1
ENSG00000244681.1
ENSG00000185028.3
ENSG00000144834.11
ENSG00000259374.2
ENSG00000206557.5
ENSG00000119125.15
ENSG00000261434.1
ENSG00000112337.9
ENSG00000142623.9
ENSG00000168703.5
ENSG00000255462.1
ENSG00000196611.4
ENSG00000272027.2
ENSG00000157322.15
ENSG00000023839.9
ENSG00000094963.12
ENSG00000021488.11
ENSG00000179913.9
ENSG00000171724.2
ENSG00000171864.4
ENSG00000162366.6
ENSG00000279970.1
ENSG00000228888.1
ENSG00000176387.6
ENSG00000110680.11
ENSG00000205363.5
ENSG00000229380.1
ENSG00000151365.2
ENSG00000115009.10
ENSG00000044524.9
ENSG00000109758.7
ENSG00000234380.1
ENSG00000115112.7
ENSG00000225329.2
ENSG00000112214.9
ENSG00000166573.5
ENSG00000137673.7
ENSG00000180251.4
ENSG00000178568.12
ENSG00000135960.8
ENSG00000251637.5
ENSG00000280306.1
ENSG00000106511.5
ENSG00000132693.11
ENSG00000185565.10
ENSG00000054356.12
ENSG00000189292.14
ENSG00000204613.9
ENSG00000173898.10
ENSG00000103460.15
ENSG00000185290.3
ENSG00000261713.5
ENSG00000231252.1
ENSG00000260469.2
ENSG00000165621.7
ENSG00000062096.13
ENSG00000237686.5
ENSG00000164112.11
ENSG00000142583.16
ENSG00000112333.10
ENSG00000134817.10
ENSG00000159763.3
ENSG00000112299.7
ENSG00000138100.12
ENSG00000180658.3
ENSG00000198049.6
ENSG00000138722.8
ENSG00000164283.11
ENSG00000163739.4
ENSG00000175793.11
ENSG00000253888.1
ENSG00000134258.15
ENSG00000228262.7
ENSG00000104833.9
ENSG00000138028.13
ENSG00000187730.7
ENSG00000157087.15
ENSG00000163710.6
ENSG00000258986.5
ENSG00000131730.14
ENSG00000237352.2
ENSG00000159251.6
ENSG00000185038.13
ENSG00000172367.14
ENSG00000160808.8
ENSG00000111319.11
ENSG00000143248.11
ENSG00000078295.14
ENSG00000124749.15
ENSG00000258586.1
ENSG00000172260.12
ENSG00000204941.12
ENSG00000166105.14
ENSG00000165887.10
ENSG00000174564.11
ENSG00000118946.10
ENSG00000066032.17
ENSG00000236064.1
ENSG00000152669.8
ENSG00000150394.12
ENSG00000279017.1
ENSG00000166825.12
ENSG00000187783.10
ENSG00000269985.1
ENSG00000280334.1
ENSG00000176490.4
ENSG00000132744.6
ENSG00000118514.12
ENSG00000237471.1
ENSG00000178445.8
ENSG00000237674.1
ENSG00000243144.5
ENSG00000133636.9
ENSG00000204872.3
ENSG00000128683.12
ENSG00000255746.1
ENSG00000105825.10
ENSG00000272068.1
ENSG00000247228.2
ENSG00000099822.2
ENSG00000005001.8
ENSG00000234979.1
ENSG00000180638.16
ENSG00000166840.12
ENSG00000159625.13
ENSG00000167434.8
ENSG00000241233.2
ENSG00000196549.9
ENSG00000115718.16
ENSG00000158816.14
ENSG00000140839.10
ENSG00000185133.12
ENSG00000104112.7
ENSG00000270937.1
ENSG00000198768.9
ENSG00000178752.14
ENSG00000119946.10
ENSG00000127561.13
ENSG00000004948.12
ENSG00000182040.7
ENSG00000271275.1
ENSG00000108244.15
ENSG00000104321.9
ENSG00000198523.5
ENSG00000242515.4
ENSG00000091879.12
ENSG00000163017.12
ENSG00000253525.1
ENSG00000104059.4
ENSG00000265962.1
ENSG00000188064.8
ENSG00000176515.1
ENSG00000232451.1
ENSG00000237517.7
ENSG00000255319.4
ENSG00000119630.12
ENSG00000155886.10
ENSG00000271714.1
ENSG00000154678.15
ENSG00000086205.15
ENSG00000090534.16
ENSG00000188883.4
ENSG00000196353.10
ENSG00000171234.12
ENSG00000144229.10
ENSG00000170558.7
ENSG00000275718.1
ENSG00000185818.7
ENSG00000165023.5
ENSG00000113749.6
ENSG00000225457.1
ENSG00000008394.11
ENSG00000260877.1
ENSG00000186867.9
ENSG00000144891.16
ENSG00000173702.6
ENSG00000170927.13
ENSG00000157884.9
ENSG00000095777.13
ENSG00000199629.1
ENSG00000074276.9
ENSG00000231574.4
