ENSG00000134757.4
ENSG00000186081.10
ENSG00000178363.4
ENSG00000205420.9
ENSG00000186847.5
ENSG00000147381.10
ENSG00000185479.5
ENSG00000197641.10
ENSG00000171401.13
ENSG00000163209.13
ENSG00000241794.1
ENSG00000133636.9
ENSG00000196344.10
ENSG00000137975.7
ENSG00000134762.15
ENSG00000067048.15
ENSG00000169469.8
ENSG00000114638.6
ENSG00000171564.10
ENSG00000170465.9
ENSG00000198183.10
ENSG00000197172.9
ENSG00000198074.8
ENSG00000221867.7
ENSG00000169474.4
ENSG00000163216.6
ENSG00000186832.7
ENSG00000154227.12
ENSG00000203785.7
ENSG00000114374.11
ENSG00000231683.5
ENSG00000057149.13
ENSG00000171557.15
ENSG00000171560.13
ENSG00000198692.8
ENSG00000169594.11
ENSG00000143556.7
ENSG00000125998.7
ENSG00000183878.14
ENSG00000096088.15
ENSG00000206075.12
ENSG00000081277.10
ENSG00000166535.18
ENSG00000178919.8
ENSG00000163331.9
ENSG00000153802.10
ENSG00000230937.8
ENSG00000142619.4
ENSG00000140519.11
ENSG00000067646.10
ENSG00000187054.13
ENSG00000244122.2
ENSG00000188373.4
ENSG00000099725.13
ENSG00000206073.9
ENSG00000178372.7
ENSG00000121742.14
ENSG00000167165.17
ENSG00000072041.15
ENSG00000167656.4
ENSG00000185247.13
ENSG00000171903.15
ENSG00000185686.16
ENSG00000198681.6
ENSG00000233864.6
ENSG00000204544.5
ENSG00000163207.6
ENSG00000137699.15
ENSG00000176153.11
ENSG00000117983.16
ENSG00000104760.15
ENSG00000128714.5
ENSG00000110680.11
ENSG00000185303.14
ENSG00000134184.11
ENSG00000148053.14
ENSG00000151632.15
ENSG00000086570.11
ENSG00000124102.4
ENSG00000073282.11
ENSG00000186529.13
ENSG00000215182.8
ENSG00000122133.15
ENSG00000265933.4
ENSG00000242512.7
ENSG00000165246.11
ENSG00000168878.15
ENSG00000128422.14
ENSG00000094796.4
ENSG00000247844.1
ENSG00000196260.3
ENSG00000256812.1
ENSG00000189001.9
ENSG00000011677.11
ENSG00000275216.1
ENSG00000225548.4
ENSG00000078898.6
ENSG00000124260.10
ENSG00000183347.14
ENSG00000173702.6
ENSG00000146166.15
ENSG00000167941.2
ENSG00000113430.8
ENSG00000105141.5
ENSG00000148408.11
ENSG00000106278.10
ENSG00000129455.14
ENSG00000145934.14
ENSG00000155918.6
ENSG00000168143.8
ENSG00000277586.1
ENSG00000267056.2
ENSG00000242515.4
ENSG00000197632.7
ENSG00000229415.8
ENSG00000108602.16
ENSG00000171658.7
ENSG00000137948.17
ENSG00000131400.6
ENSG00000164266.9
ENSG00000180178.9
ENSG00000184330.10
ENSG00000265190.5
ENSG00000127831.9
ENSG00000249395.2
ENSG00000167755.12
ENSG00000164265.7
ENSG00000272620.1
ENSG00000261116.1
ENSG00000016602.9
ENSG00000189280.3
ENSG00000149948.12
ENSG00000170454.5
ENSG00000165643.9
ENSG00000105388.13
ENSG00000138271.5
ENSG00000185860.12
ENSG00000253706.4
ENSG00000102854.13
ENSG00000006377.10
ENSG00000128713.12
ENSG00000235123.4
ENSG00000119125.15
ENSG00000099399.5
ENSG00000161055.3
ENSG00000249550.5
ENSG00000187689.8
ENSG00000178934.4
ENSG00000090512.10
ENSG00000198488.9
ENSG00000123838.9
ENSG00000196188.9
ENSG00000224259.4
ENSG00000139800.8
ENSG00000175121.10
ENSG00000154080.11
ENSG00000134760.5
ENSG00000104327.6
ENSG00000255545.6
ENSG00000166670.8
ENSG00000187134.11
ENSG00000149435.11
ENSG00000243236.5
ENSG00000174469.16
ENSG00000166396.11
ENSG00000166415.13
ENSG00000161798.6
ENSG00000188580.12
ENSG00000205076.4
ENSG00000169903.6
ENSG00000153446.14
ENSG00000074211.12
ENSG00000181449.3
ENSG00000103460.15
ENSG00000169562.9
ENSG00000227471.7
ENSG00000166869.2
ENSG00000204542.2
ENSG00000267978.4
ENSG00000183760.9
ENSG00000123364.4
ENSG00000268089.2
ENSG00000243955.4
ENSG00000163064.6
ENSG00000114948.11
ENSG00000218048.2
ENSG00000136688.9
ENSG00000188508.9
ENSG00000251381.5
ENSG00000043355.9
ENSG00000227066.1
ENSG00000267313.5
ENSG00000170477.11
ENSG00000179083.6
ENSG00000136352.16
ENSG00000167754.11
ENSG00000142700.10
ENSG00000156689.5
ENSG00000159516.8
ENSG00000125285.5
ENSG00000111700.11
ENSG00000108244.15
ENSG00000087494.14
ENSG00000136695.13
ENSG00000231764.7
ENSG00000244094.1
ENSG00000162896.5
ENSG00000188293.5
ENSG00000229967.1
ENSG00000137440.4
ENSG00000171243.7
ENSG00000021826.13
ENSG00000206072.11
ENSG00000106031.7
ENSG00000084453.15
ENSG00000183072.9
ENSG00000181143.14
ENSG00000182040.7
ENSG00000196754.9
ENSG00000173253.13
ENSG00000101144.11
ENSG00000184697.6
ENSG00000236279.5
ENSG00000269994.1
ENSG00000147246.8
ENSG00000197565.14
ENSG00000183607.8
ENSG00000183770.5
ENSG00000186732.12
ENSG00000159527.3
ENSG00000157765.10
ENSG00000134216.17
ENSG00000259974.2
ENSG00000166105.14
ENSG00000160862.11
ENSG00000095596.10
ENSG00000138829.9
ENSG00000102837.6
ENSG00000275410.3
ENSG00000183036.9
ENSG00000234352.8
ENSG00000259485.1
ENSG00000235584.2
ENSG00000165799.4
ENSG00000105143.11
ENSG00000171346.12
ENSG00000066405.11
ENSG00000065618.15
ENSG00000110195.10
ENSG00000130822.14
ENSG00000237978.4
ENSG00000280002.1
ENSG00000180438.13
ENSG00000179455.7
ENSG00000258053.1
ENSG00000143469.15
ENSG00000198092.5
ENSG00000215808.2
ENSG00000259803.5
ENSG00000128710.5
ENSG00000087128.8
ENSG00000152931.7
ENSG00000229035.2
ENSG00000189182.8
ENSG00000189433.5
ENSG00000237515.7
ENSG00000268621.4
ENSG00000007038.9
ENSG00000267284.1
ENSG00000125780.11
ENSG00000113327.13
ENSG00000163993.6
ENSG00000091583.9
ENSG00000215853.3
ENSG00000257636.5
ENSG00000260581.1
ENSG00000101349.15
ENSG00000146276.10
ENSG00000256151.1
ENSG00000135333.12
ENSG00000163202.4
ENSG00000148702.13
ENSG00000113924.10
ENSG00000120471.13
ENSG00000174226.7
ENSG00000256417.1
ENSG00000176728.6
ENSG00000223812.4
ENSG00000203697.10
ENSG00000214514.6
ENSG00000173157.15
ENSG00000106536.18
ENSG00000135324.5
ENSG00000253563.2
ENSG00000180861.8
ENSG00000112837.15
ENSG00000169509.5
ENSG00000160886.12
ENSG00000268916.4
ENSG00000250682.4
ENSG00000176406.19
